"y","d","h","sap.mm.day"
2008,186,24,0.298767492
2008,187,1,0.24603984
2008,187,2,0.201857424
2008,187,3,0.135887892
2008,187,4,0.0765732
2008,187,5,0.035327484
2008,187,6,0.037769988
2008,187,7,0.61103916
2008,187,8,2.359043484
2008,187,9,3.076847976
2008,187,10,3.235146048
2008,187,11,4.971173112
2008,187,12,5.21528352
2008,187,13,5.00734962
2008,187,14,4.332055344
2008,187,15,3.394927224
2008,187,16,4.276784328
2008,187,17,3.682361232
2008,187,18,2.20134768
2008,187,19,1.266218724
2008,187,20,0.783776952
2008,187,21,0.487997124
2008,187,22,0.317404824
2008,187,23,0.215911164
2008,187,24,0.1317831
2008,188,1,0.142121028
2008,188,2,0.102243648
2008,188,3,0.0769065
2008,188,4,0.055237092
2008,188,5,0.041453004
2008,188,6,0.03008286
2008,188,7,0.015622068
2008,188,8,0.096232332
2008,188,9,1.07020236
2008,188,10,3.016011432
2008,188,11,4.266401184
2008,188,12,5.541053448
2008,188,13,5.95358526
2008,188,14,5.67745212
2008,188,15,5.414790792
2008,188,16,5.247148824
2008,188,17,4.61319738
2008,188,18,2.935009128
2008,188,19,1.593489336
2008,188,20,0.898804092
2008,188,21,0.513989664
2008,188,22,0.34084038
2008,188,23,0.23130294
2008,188,24,0.169567464
2008,189,1,0.098956428
2008,189,2,0.075421572
2008,189,3,0.049654512
2008,189,4,0.031628664
2008,189,5,0.015111072
2008,189,6,0.005931228
2008,189,7,0.010427052
2008,189,8,0.389016984
2008,189,9,2.383948656
2008,189,10,4.316612832
2008,189,11,5.499614196
2008,189,12,6.127402968
2008,189,13,5.413569252
2008,189,14,5.474186892
2008,189,15,5.384605608
2008,189,16,4.963867464
2008,189,17,4.026928524
2008,189,18,3.201457044
2008,189,19,2.187419832
2008,189,20,1.288758276
2008,189,21,0.806897028
2008,189,22,0.54644244
2008,189,23,0.385491204
2008,189,24,0.283676904
2008,190,1,0.174588672
2008,190,2,0.123252516
2008,190,3,0.0834237
2008,190,4,0.05406012
2008,190,5,0.035371212
2008,190,6,0.022430496
2008,190,7,0.24581418
2008,190,8,1.988156208
2008,190,9,3.729485268
2008,190,10,4.808364384
2008,190,11,5.314631604
2008,190,12,4.870066488
2008,190,13,2.6297682
2008,190,14,2.902842672
2008,190,15,4.92223662
2008,190,16,2.748006984
2008,190,17,1.171864728
2008,190,18,0.696405108
2008,190,19,0.507821784
2008,190,20,0.357241956
2008,190,21,0.264027048
2008,190,22,0.17577972
2008,190,23,0.148934268
2008,190,24,0.15662124
2008,191,1,0.12957912
2008,191,2,0.08405604
2008,191,3,0.050113512
2008,191,4,0.019444632
2008,191,5,0.00519714
2008,191,6,0.024888168
2008,191,7,0.245270496
2008,191,8,1.562218536
2008,191,9,2.851642104
2008,191,10,2.273215284
2008,191,11,1.726620444
2008,191,12,1.863805692
2008,191,13,3.857784156
2008,191,14,4.490516112
2008,191,15,4.480631592
2008,191,16,4.20061842
2008,191,17,3.528584196
2008,191,18,3.857467092
2008,191,19,2.417248128
2008,191,20,1.33615584
2008,191,21,0.91955238
2008,191,22,0.68094768
2008,191,23,0.473490828
2008,191,24,0.340982532
2008,192,1,0.128916804
2008,192,2,0.061537368
2008,192,3,0.028603836
2008,192,4,0.011745204
2008,192,5,0.0048483
2008,192,6,0.037668804
2008,192,7,0.386481348
2008,192,8,1.874046756
2008,192,9,2.721026544
2008,192,10,2.639199684
2008,192,11,3.191236404
2008,192,12,3.166257912
2008,192,13,4.410421872
2008,192,14,4.636628664
2008,192,15,5.237066256
2008,192,16,4.96900818
2008,192,17,4.24609482
2008,192,18,2.731900932
2008,192,19,1.38558456
2008,192,20,0.733446168
2008,192,21,0.437145996
2008,192,22,0.273659496
2008,192,23,0.175398684
2008,192,24,0.11337468
2008,193,1,0.125213196
2008,193,2,0.08556936
2008,193,3,0.059175936
2008,193,4,0.042653148
2008,193,5,0.033426228
2008,193,6,0.02917554
2008,193,7,0.320253552
2008,193,8,0.548559672
2008,193,9,0.500697768
2008,193,10,0.589552476
2008,193,11,0.901548984
2008,193,12,0.51869988
2008,193,13,0.447818472
2008,193,14,1.469807832
2008,193,15,5.120831928
2008,193,16,6.298455864
2008,193,17,5.61985632
2008,193,18,4.41663516
2008,193,19,2.521904244
2008,193,20,1.111590216
2008,193,21,0.633806052
2008,193,22,0.412084476
2008,193,23,0.278493432
2008,193,24,0.193966488
2008,194,1,0.217000584
2008,194,2,0.145213524
2008,194,3,0.090498468
2008,194,4,0.057594276
2008,194,5,0.026198424
2008,194,6,0.01580166
2008,194,7,0.135767208
2008,194,8,2.609831748
2008,194,9,5.503408128
2008,194,10,6.980601708
2008,194,11,8.012104092
2008,194,12,8.59630098
2008,194,13,8.60618646
2008,194,14,8.181013812
2008,194,15,7.847722656
2008,194,16,7.443690912
2008,194,17,6.664052664
2008,194,18,5.31699492
2008,194,19,3.332619804
2008,194,20,1.696424916
2008,194,21,1.02367122
2008,194,22,0.65040516
2008,194,23,0.444569808
2008,194,24,0.33012372
2008,195,1,0.15298644
2008,195,2,0.103367892
2008,195,3,0.067802184
2008,195,4,0.039372132
2008,195,5,0.016918116
2008,195,6,0.005370036
2008,195,7,0.080190252
2008,195,8,2.11938906
2008,195,9,5.044841604
2008,195,10,7.068223092
2008,195,11,8.087862912
2008,195,12,8.879366364
2008,195,13,8.787071256
2008,195,14,8.332012092
2008,195,15,8.0519607
2008,195,16,7.594255656
2008,195,17,6.743519112
2008,195,18,5.273300088
2008,195,19,3.344609232
2008,195,20,1.86195066
2008,195,21,1.280044896
2008,195,22,0.931596456
2008,195,23,0.649254708
2008,195,24,1.001013948
2008,196,1,0.36518814
2008,196,2,0.303527484
2008,196,3,0.25769682
2008,196,4,0.224301696
2008,196,5,0.221462448
2008,196,6,0.21936912
2008,196,7,0.990485568
2008,196,8,3.875228208
2008,196,9,6.01868118
2008,196,10,7.34651148
2008,196,11,8.043663504
2008,196,12,8.218600896
2008,196,13,8.230880172
2008,196,14,7.0723443
2008,196,15,5.502143892
2008,196,16,2.702633676
2008,196,17,1.327952832
2008,196,18,1.023355392
2008,196,19,0.837240696
2008,196,20,0.698838444
2008,196,21,0.53544192
2008,196,22,0.435355092
2008,196,23,0.391578048
2008,196,24,0.502352724
2008,197,1,0.3792567
2008,197,2,0.32307066
2008,197,3,0.278275908
2008,197,4,0.249909996
2008,197,5,0.232845732
2008,197,6,0.225729792
2008,197,7,0.72688176
2008,197,8,2.98292448
2008,197,9,4.872035472
2008,197,10,5.680131732
2008,197,11,7.407482076
2008,197,12,7.976381232
2008,197,13,7.91908242
2008,197,14,7.112838972
2008,197,15,7.581107496
2008,197,16,6.522771396
2008,197,17,6.456995544
2008,197,18,5.407693068
2008,197,19,4.213718784
2008,197,20,2.355154812
2008,197,21,1.155512712
2008,197,22,0.629571852
2008,197,23,0.387143988
2008,197,24,0.250335012
2008,198,1,0.211554372
2008,198,2,0.161389104
2008,198,3,0.121658868
2008,198,4,0.102091044
2008,198,5,0.030487176
2008,198,6,0.008694396
2008,198,7,0.191171604
2008,198,8,2.991804804
2008,198,9,5.247967608
2008,198,10,5.256416724
2008,198,11,6.46816734
2008,198,12,7.835400636
2008,198,13,8.86684836
2008,198,14,8.873308224
2008,198,15,8.368561524
2008,198,16,7.938316884
2008,198,17,7.405840608
2008,198,18,6.513367332
2008,198,19,4.841999016
2008,198,20,2.49180438
2008,198,21,1.273522944
2008,198,22,0.803555748
2008,198,23,0.517202052
2008,198,24,0.349835688
2008,199,1,0.224973708
2008,199,2,0.156045216
2008,199,3,0.114824532
2008,199,4,0.107372184
2008,199,5,0.072440952
2008,199,6,0.077987856
2008,199,7,0.06943908
2008,199,8,2.648227488
2008,199,9,6.042926712
2008,199,10,7.30438158
2008,199,11,8.019882936
2008,199,12,8.5277175
2008,199,13,8.764465968
2008,199,14,8.138230524
2008,199,15,7.537637244
2008,199,16,7.163364924
2008,199,17,6.657557652
2008,199,18,5.639921124
2008,199,19,3.907145376
2008,199,20,1.969575144
2008,199,21,1.112149644
2008,199,22,0.752388996
2008,199,23,0.494579544
2008,199,24,0.299173356
2008,200,1,0.479174424
2008,200,2,0.389883132
2008,200,3,0.296387748
2008,200,4,0.226078464
2008,200,5,0.204415692
2008,200,6,0.166545288
2008,200,7,0.13254426
2008,200,8,0.77887482
2008,200,9,4.17582462
2008,200,10,6.484012524
2008,200,11,6.710265768
2008,200,12,8.184263208
2008,200,13,8.402277252
2008,200,14,7.059028008
2008,200,15,7.62297402
2008,200,16,7.424899296
2008,200,17,6.789285132
2008,200,18,5.644840188
2008,200,19,3.941409708
2008,200,20,2.059045116
2008,200,21,1.014886872
2008,200,22,0.620871432
2008,200,23,0.38748492
2008,200,24,0.236461236
2008,201,1,0.163614468
2008,201,2,0.114301896
2008,201,3,0.08197482
2008,201,4,0.06144732
2008,201,5,0.045453192
2008,201,6,0.023203524
2008,201,7,0.030788508
2008,201,8,1.84014948
2008,201,9,5.455501692
2008,201,10,7.248579648
2008,201,11,7.812388764
2008,201,12,7.428743052
2008,201,13,7.932707952
2008,201,14,7.57674252
2008,201,15,7.124527728
2008,201,16,6.693257772
2008,201,17,6.316792044
2008,201,18,5.314913136
2008,201,19,3.424234404
2008,201,20,1.971349428
2008,201,21,1.218116184
2008,201,22,0.793012356
2008,201,23,0.507953172
2008,201,24,0.312799284
2008,202,1,0.132851232
2008,202,2,0.146716464
2008,202,3,0.181040292
2008,202,4,0.110237784
2008,202,5,0.02616852
2008,202,6,0.010055256
2008,202,7,0.345067596
2008,202,8,3.02787042
2008,202,9,5.197441356
2008,202,10,5.824809216
2008,202,11,6.653302308
2008,202,12,5.07093858
2008,202,13,5.791477632
2008,202,14,3.611680176
2008,202,15,3.05284344
2008,202,16,1.309811772
2008,202,17,1.462596024
2008,202,18,3.846861924
2008,202,19,2.855389584
2008,202,20,1.26692322
2008,202,21,0.585457356
2008,202,22,0.328535748
2008,202,23,0.23510556
2008,202,24,0.12056412
2008,203,1,0.165421404
2008,203,2,0.12394944
2008,203,3,0.11096406
2008,203,4,0.065465616
2008,203,5,0.044467332
2008,203,6,0.029228412
2008,203,7,0.009080712
2008,203,8,0.684609444
2008,203,9,4.84229232
2008,203,10,6.968653356
2008,203,11,7.778243652
2008,203,12,8.193794028
2008,203,13,8.104066752
2008,203,14,7.619240844
2008,203,15,7.180097952
2008,203,16,7.044046764
2008,203,17,6.722885508
2008,203,18,5.606554608
2008,203,19,3.959299728
2008,203,20,2.140464984
2008,203,21,1.152994776
2008,203,22,0.774865656
2008,203,23,0.537626124
2008,203,24,0.375892692
2008,204,1,0.26115084
2008,204,2,0.198195192
2008,204,3,0.148044528
2008,204,4,0.114186
2008,204,5,0.08564388
2008,204,6,0.0518379
2008,204,7,0.02281122
2008,204,8,1.838436
2008,204,9,5.501370636
2008,204,10,6.915378156
2008,204,11,7.257927912
2008,204,12,7.181452116
2008,204,13,6.75344508
2008,204,14,4.443459684
2008,204,15,3.05597502
2008,204,16,2.74352142
2008,204,17,2.39141352
2008,204,18,2.173774092
2008,204,19,1.516640088
2008,204,20,1.182430188
2008,204,21,0.891138036
2008,204,22,0.80631498
2008,204,23,0.69781134
2008,204,24,0.568742016
2008,205,1,0.19849302
2008,205,2,0.132746736
2008,205,3,0.104052708
2008,205,4,0.08363022
2008,205,5,0.043840428
2008,205,6,0.0227475
2008,205,7,0.021531756
2008,205,8,0.109204656
2008,205,9,0.844716552
2008,205,10,4.472305332
2008,205,11,7.337165124
2008,205,12,8.42720046
2008,205,13,9.035197428
2008,205,14,8.57500272
2008,205,15,7.572353712
2008,205,16,5.361865872
2008,205,17,3.680175288
2008,205,18,2.788101732
2008,205,19,2.34547896
2008,205,20,1.060647888
2008,205,21,0.611286492
2008,205,22,0.41910246
2008,205,23,0.322158528
2008,205,24,0.24467352
2008,206,1,0.29571174
2008,206,2,2.119523736
2008,206,3,1.835372916
2008,206,4,1.752332184
2008,206,5,1.856529516
2008,206,6,1.473855036
2008,206,7,1.090396872
2008,206,8,0.787620276
2008,206,9,0.574877484
2008,206,10,1.716261816
2008,206,11,5.037522564
2008,206,12,6.837675264
2008,206,13,6.311290428
2008,206,14,2.138894148
2008,206,15,3.76533312
2008,206,16,6.872685576
2008,206,17,6.20298864
2008,206,18,5.575575
2008,206,19,2.8133157
2008,206,20,1.007558796
2008,206,21,0.514456116
2008,206,22,0.336460572
2008,206,23,0.287094996
2008,206,24,0.2327652
2008,207,1,0.302619768
2008,207,2,0.246033084
2008,207,3,0.216817908
2008,207,4,0.182354436
2008,207,5,0.110230452
2008,207,6,0.08847516
2008,207,7,0.05010468
2008,207,8,0.253701096
2008,207,9,4.440052116
2008,207,10,6.9423657
2008,207,11,8.84195532
2008,207,12,9.645726552
2008,207,13,8.522391348
2008,207,14,6.874172076
2008,207,15,5.296952472
2008,207,16,5.603161248
2008,207,17,6.593589696
2008,207,18,4.0866681
2008,207,19,2.189837784
2008,207,20,1.21429518
2008,207,21,0.626945844
2008,207,22,0.415931112
2008,207,23,0.29461926
2008,207,24,0.175320696
2008,208,1,0.207822912
2008,208,2,0.135945564
2008,208,3,0.103373556
2008,208,4,0.082684524
2008,208,5,0.080424948
2008,208,6,0.045735072
2008,208,7,0.010849044
2008,208,8,0.928718736
2008,208,9,4.856554488
2008,208,10,7.162691556
2008,208,11,8.384471136
2008,208,12,9.8432106
2008,208,13,9.631541148
2008,208,14,9.077740056
2008,208,15,9.116535672
2008,208,16,8.771452956
2008,208,17,7.51826838
2008,208,18,5.867119584
2008,208,19,3.60729222
2008,208,20,2.176305816
2008,208,21,1.230273456
2008,208,22,0.751310496
2008,208,23,0.4809735
2008,208,24,0.318543
2008,209,1,0.42412866
2008,209,2,0.301389708
2008,209,3,0.252192924
2008,209,4,0.232604628
2008,209,5,0.162336288
2008,209,6,0.13458822
2008,209,7,0.254525424
2008,209,8,2.66687874
2008,209,9,5.604380076
2008,209,10,7.301734692
2008,209,11,8.227226676
2008,209,12,8.552343624
2008,209,13,8.405926044
2008,209,14,7.908932172
2008,209,15,7.333228824
2008,209,16,7.04113494
2008,209,17,6.869899392
2008,209,18,5.634165228
2008,209,19,3.170785872
2008,209,20,1.265950404
2008,209,21,0.83437728
2008,209,22,0.650725272
2008,209,23,0.549541536
2008,209,24,0.494401188
2008,210,1,0.13080324
2008,210,2,0.102256248
2008,210,3,0.084297612
2008,210,4,0.05844438
2008,210,5,0.043579356
2008,210,6,0.045767868
2008,210,7,0.009916032
2008,210,8,0.392779992
2008,210,9,3.267848232
2008,210,10,6.698323512
2008,210,11,8.247505176
2008,210,12,8.906139972
2008,210,13,9.046199436
2008,210,14,8.761809456
2008,210,15,8.46177246
2008,210,16,8.229307488
2008,210,17,7.314688404
2008,210,18,6.071732748
2008,210,19,3.298203924
2008,210,20,1.4986233
2008,210,21,0.762541932
2008,210,22,0.419269332
2008,210,23,0.242811804
2008,210,24,0.142552116
2008,211,1,0.119975976
2008,211,2,0.073819452
2008,211,3,0.040811616
2008,211,4,0.046393536
2008,211,5,0.036957468
2008,211,6,0.018489456
2008,211,7,0.014772804
2008,211,8,0.770289492
2008,211,9,2.774449884
2008,211,10,5.901429492
2008,211,11,8.4797373
2008,211,12,9.018014832
2008,211,13,8.97464202
2008,211,14,8.780869992
2008,211,15,8.435946384
2008,211,16,6.047205312
2008,211,17,3.495229644
2008,211,18,5.085155484
2008,211,19,2.705384544
2008,211,20,1.678373688
2008,211,21,1.081256472
2008,211,22,0.55173024
2008,211,23,0.334191408
2008,211,24,0.2290944
2008,212,1,0.169721112
2008,212,2,0.135085656
2008,212,3,0.084752028
2008,212,4,0.06197418
2008,212,5,0.045691776
2008,212,6,0.031978944
2008,212,7,0.024288828
2008,212,8,1.345424244
2008,212,9,5.100884592
2008,212,10,7.399886388
2008,212,11,8.36311566
2008,212,12,9.01515426
2008,212,13,9.308165472
2008,212,14,8.47497732
2008,212,15,8.309403792
2008,212,16,7.908103644
2008,212,17,7.03121232
2008,212,18,5.537042916
2008,212,19,2.989768692
2008,212,20,0.97592898
2008,212,21,0.922251108
2008,212,22,1.226809896
2008,212,23,0.809745864
2008,212,24,0.702472992
2008,213,1,0.46656642
2008,213,2,0.404262708
2008,213,3,0.302851596
2008,213,4,0.217986912
2008,213,5,0.143800992
2008,213,6,0.046650492
2008,213,7,0.041032032
2008,213,8,0.57475488
2008,213,9,3.219187632
2008,213,10,6.565189428
2008,213,11,8.20075242
2008,213,12,9.133806636
2008,213,13,9.215490012
2008,213,14,8.379540372
2008,213,15,8.002689864
2008,213,16,7.558313892
2008,213,17,6.526874436
2008,213,18,5.952953784
2008,213,19,2.933185884
2008,213,20,1.083487584
2008,213,21,0.550178424
2008,213,22,0.347364324
2008,213,23,0.2817156
2008,213,24,0.21485286
2008,214,1,0.129377424
2008,214,2,0.099369876
2008,214,3,0.075791784
2008,214,4,0.056156184
2008,214,5,0.046607508
2008,214,6,0.027990768
2008,214,7,0.036546612
2008,214,8,0.581351484
2008,214,9,3.025324524
2008,214,10,6.0541788
2008,214,11,7.770726852
2008,214,12,8.612195868
2008,214,13,8.797795416
2008,214,14,8.104080324
2008,214,15,7.786986936
2008,214,16,7.40314938
2008,214,17,6.390404352
2008,214,18,5.816583528
2008,214,19,2.989256892
2008,214,20,1.203290328
2008,214,21,0.63072156
2008,214,22,0.380816256
2008,214,23,0.251362248
2008,214,24,0.182168808
2008,215,1,0.170408076
2008,215,2,0.121286592
2008,215,3,0.0857958
2008,215,4,0.054178872
2008,215,5,0.04231866
2008,215,6,0.017615484
2008,215,7,0.004374492
2008,215,8,0.910569504
2008,215,9,5.068291392
2008,215,10,7.369151976
2008,215,11,8.51942892
2008,215,12,9.239779224
2008,215,13,8.986000524
2008,215,14,8.086258824
2008,215,15,8.311414536
2008,215,16,8.3864673
2008,215,17,7.773942696
2008,215,18,7.03590654
2008,215,19,5.039758644
2008,215,20,2.778551484
2008,215,21,1.61585256
2008,215,22,1.021521828
2008,215,23,0.664009776
2008,215,24,0.538322628
2008,216,1,0.372365748
2008,216,2,0.227135532
2008,216,3,0.135025836
2008,216,4,0.086489856
2008,216,5,0.049643232
2008,216,6,0.020496228
2008,216,7,0.006247776
2008,216,8,0.306099408
2008,216,9,2.969390436
2008,216,10,6.058280088
2008,216,11,7.506484032
2008,216,12,8.486845848
2008,216,13,8.808577812
2008,216,14,8.168759016
2008,216,15,8.254456572
2008,216,16,8.022066792
2008,216,17,7.466750748
2008,216,18,6.102201648
2008,216,19,3.6267336
2008,216,20,1.619065524
2008,216,21,0.87282966
2008,216,22,0.623836224
2008,216,23,0.452647152
2008,216,24,0.299607432
2008,217,1,0.244802628
2008,217,2,0.18379824
2008,217,3,0.127209084
2008,217,4,0.090241356
2008,217,5,0.047926992
2008,217,6,0.015722916
2008,217,7,0.027645792
2008,217,8,1.720169028
2008,217,9,5.568364872
2008,217,10,7.194274212
2008,217,11,8.264675388
2008,217,12,8.61746886
2008,217,13,8.538025368
2008,217,14,8.35025274
2008,217,15,8.480979444
2008,217,16,8.145868704
2008,217,17,7.396268856
2008,217,18,5.95234374
2008,217,19,3.535836204
2008,217,20,1.81640298
2008,217,21,1.091520012
2008,217,22,0.821340288
2008,217,23,0.621681648
2008,217,24,0.481288332
2008,218,1,0.155082732
2008,218,2,0.110700396
2008,218,3,0.068433336
2008,218,4,0.025846536
2008,218,5,0.012369504
2008,218,6,0.005320308
2008,218,7,0.04056054
2008,218,8,1.150596828
2008,218,9,4.199824908
2008,218,10,6.095892876
2008,218,11,7.36244832
2008,218,12,7.928312712
2008,218,13,7.978612416
2008,218,14,7.841675928
2008,218,15,7.581671196
2008,218,16,7.303223364
2008,218,17,6.649442268
2008,218,18,4.631648952
2008,218,19,2.688395556
2008,218,20,1.368580896
2008,218,21,0.75877566
2008,218,22,0.439681548
2008,218,23,0.275622732
2008,218,24,0.158904156
2008,219,1,0.147169392
2008,219,2,0.124145712
2008,219,3,0.1213722
2008,219,4,0.106082796
2008,219,5,0.06386754
2008,219,6,0.019021332
2008,219,7,0.192854628
2008,219,8,2.294365896
2008,219,9,5.243757288
2008,219,10,6.675025884
2008,219,11,7.331225712
2008,219,12,7.804709868
2008,219,13,7.824802224
2008,219,14,7.640199672
2008,219,15,7.293924612
2008,219,16,7.113774756
2008,219,17,6.671773644
2008,219,18,5.71810986
2008,219,19,3.710412324
2008,219,20,1.774412796
2008,219,21,0.928605504
2008,219,22,0.561930096
2008,219,23,0.370193724
2008,219,24,0.242170596
2008,220,1,0.225202332
2008,220,2,0.160382772
2008,220,3,0.116685828
2008,220,4,0.055345224
2008,220,5,0.022381944
2008,220,6,0.006995004
2008,220,7,0.162188688
2008,220,8,2.089498188
2008,220,9,4.77453516
2008,220,10,6.590815044
2008,220,11,7.619833212
2008,220,12,7.592933868
2008,220,13,7.595771868
2008,220,14,7.843662168
2008,220,15,7.76999502
2008,220,16,6.546706944
2008,220,17,4.615194516
2008,220,18,4.125786564
2008,220,19,2.506616004
2008,220,20,1.33211346
2008,220,21,0.914223804
2008,220,22,0.785384856
2008,220,23,0.729630348
2008,220,24,0.855791952
2008,221,1,0.709261188
2008,221,2,0.493133244
2008,221,3,0.328086504
2008,221,4,0.175255548
2008,221,5,0.094719096
2008,221,6,0.045558036
2008,221,7,0.015718272
2008,221,8,0.0156423336
2008,221,9,1.730771652
2008,221,10,5.342065392
2008,221,11,6.282157596
2008,221,12,7.107170736
2008,221,13,7.600896468
2008,221,14,7.524806208
2008,221,15,7.349772192
2008,221,16,6.913486596
2008,221,17,6.114726756
2008,221,18,4.165348524
2008,221,19,2.30068008
2008,221,20,1.302779472
2008,221,21,0.945937488
2008,221,22,0.685210956
2008,221,23,0.4714044
2008,221,24,0.332488908
2008,222,1,0.320785608
2008,222,2,0.218766996
2008,222,3,0.143160444
2008,222,4,0.083794956
2008,222,5,0.044992032
2008,222,6,0.010197504
2008,222,7,0.047335404
2008,222,8,2.028473592
2008,222,9,4.742037084
2008,222,10,6.345822312
2008,222,11,7.242206124
2008,222,12,7.646526588
2008,222,13,6.888373224
2008,222,14,7.535215572
2008,222,15,6.334995276
2008,222,16,6.596297736
2008,222,17,4.458922068
2008,222,18,2.454761268
2008,222,19,1.243118316
2008,222,20,0.758078364
2008,222,21,0.531119052
2008,222,22,0.390939096
2008,222,23,0.31910916
2008,222,24,0.244501236
2008,223,1,0.198135372
2008,223,2,0.147348732
2008,223,3,0.114866256
2008,223,4,0.096693996
2008,223,5,0.066808716
2008,223,6,0.043374384
2008,223,7,0.019223988
2008,223,8,0.35222598
2008,223,9,1.818179508
2008,223,10,5.162356476
2008,223,11,7.064153244
2008,223,12,6.83377698
2008,223,13,7.311927732
2008,223,14,8.020256448
2008,223,15,7.6461633
2008,223,16,6.552353436
2008,223,17,4.950166284
2008,223,18,3.820532928
2008,223,19,2.606452956
2008,223,20,1.420300944
2008,223,21,0.884201688
2008,223,22,0.65247606
2008,223,23,0.560676588
2008,223,24,0.452059092
2008,224,1,0.328722684
2008,224,2,0.199558104
2008,224,3,0.141276708
2008,224,4,0.120524976
2008,224,5,0.082060644
2008,224,6,0.050227848
2008,224,7,0.029332044
2008,224,8,0.101756892
2008,224,9,1.464688104
2008,224,10,3.696630864
2008,224,11,4.74339828
2008,224,12,5.969421108
2008,224,13,6.836882064
2008,224,14,7.241700024
2008,224,15,7.198142028
2008,224,16,6.70023894
2008,224,17,6.20581158
2008,224,18,5.16640152
2008,224,19,3.44767884
2008,224,20,1.885848828
2008,224,21,1.100135472
2008,224,22,0.784405692
2008,224,23,0.580824588
2008,224,24,0.38330664
2008,225,1,0.390720324
2008,225,2,0.281383212
2008,225,3,0.200687388
2008,225,4,0.13284282
2008,225,5,0.081890232
2008,225,6,0.043519128
2008,225,7,0.040136064
2008,225,8,1.147836132
2008,225,9,4.22809932
2008,225,10,5.783729424
2008,225,11,6.874031268
2008,225,12,7.628392872
2008,225,13,7.81332762
2008,225,14,7.944985896
2008,225,15,7.491931224
2008,225,16,7.002111336
2008,225,17,6.474857892
2008,225,18,5.236056816
2008,225,19,3.242652816
2008,225,20,2.005436796
2008,225,21,1.3557696
2008,225,22,0.991056456
2008,225,23,0.799965144
2008,225,24,0.631428144
2008,226,1,0.527974692
2008,226,2,0.317036976
2008,226,3,0.238757556
2008,226,4,0.286198608
2008,226,5,0.267725124
2008,226,6,0.250001196
2008,226,7,0.224281776
2008,226,8,0.23629722
2008,226,9,0.264940092
2008,226,10,0.496286832
2008,226,11,1.1013498
2008,226,12,2.026982556
2008,226,13,4.140444924
2008,226,14,5.081433444
2008,226,15,4.858152936
2008,226,16,4.127578404
2008,226,17,2.469571104
2008,226,18,1.307086224
2008,226,19,0.788070768
2008,226,20,0.56736636
2008,226,21,0.451624032
2008,226,22,0.363939468
2008,226,23,0.2383377
2008,226,24,0.119448096
2008,227,1,0.189692004
2008,227,2,0.154541988
2008,227,3,0.129077208
2008,227,4,0.103241868
2008,227,5,0.079243032
2008,227,6,0.058652988
2008,227,7,0.039989832
2008,227,8,0.117300528
2008,227,9,0.902148312
2008,227,10,3.511012272
2008,227,11,5.768049768
2008,227,12,7.428323076
2008,227,13,7.89145932
2008,227,14,7.940970492
2008,227,15,7.5297033
2008,227,16,6.575231268
2008,227,17,5.760475332
2008,227,18,4.80677238
2008,227,19,3.140328252
2008,227,20,1.850684136
2008,227,21,1.248401916
2008,227,22,0.890318664
2008,227,23,0.674916672
2008,227,24,0.53668266
2008,228,1,0.282092976
2008,228,2,0.207414468
2008,228,3,0.138315348
2008,228,4,0.08790876
2008,228,5,0.058353204
2008,228,6,0.043290108
2008,228,7,0.017904612
2008,228,8,0.694054608
2008,228,9,3.377871576
2008,228,10,5.276800188
2008,228,11,5.92010124
2008,228,12,6.659992296
2008,228,13,7.047991032
2008,228,14,6.909335184
2008,228,15,6.633485532
2008,228,16,6.089218008
2008,228,17,5.49050862
2008,228,18,4.023165744
2008,228,19,2.550282036
2008,228,20,1.571712144
2008,228,21,1.44985896
2008,228,22,0.91570332
2008,228,23,0.625071696
2008,228,24,0.512881212
2008,229,1,0.340196184
2008,229,2,0.242849172
2008,229,3,0.194641392
2008,229,4,0.109798668
2008,229,5,0.078124332
2008,229,6,0.044172624
2008,229,7,0.021431136
2008,229,8,0.089759304
2008,229,9,0.843878328
2008,229,10,3.663198756
2008,229,11,5.804719608
2008,229,12,6.862719744
2008,229,13,7.238346276
2008,229,14,7.517985432
2008,229,15,6.85346706
2008,229,16,6.751773804
2008,229,17,6.188880384
2008,229,18,4.706751048
2008,229,19,2.472095676
2008,229,20,1.224764592
2008,229,21,0.812571996
2008,229,22,0.526518048
2008,229,23,0.337409292
2008,229,24,0.217575984
2008,230,1,0.27831456
2008,230,2,0.203199804
2008,230,3,0.149579496
2008,230,4,0.108964464
2008,230,5,0.078596436
2008,230,6,0.045513324
2008,230,7,0.021087552
2008,230,8,0.334092372
2008,230,9,2.727189096
2008,230,10,6.300864636
2008,230,11,7.259886444
2008,230,12,7.81458066
2008,230,13,8.191702308
2008,230,14,8.026054968
2008,230,15,7.634618916
2008,230,16,6.938449032
2008,230,17,5.523394524
2008,230,18,4.249247676
2008,230,19,2.690297292
2008,230,20,1.527859908
2008,230,21,0.994789488
2008,230,22,0.72826932
2008,230,23,0.55588608
2008,230,24,0.429159312
2008,231,1,0.181198128
2008,231,2,0.131961516
2008,231,3,0.095520948
2008,231,4,0.06517746
2008,231,5,0.04816326
2008,231,6,0.02627862
2008,231,7,0.017240724
2008,231,8,0.683874036
2008,231,9,3.452782896
2008,231,10,5.671630116
2008,231,11,6.664342512
2008,231,12,7.282091412
2008,231,13,7.499926092
2008,231,14,7.309664604
2008,231,15,6.700535136
2008,231,16,5.57992272
2008,231,17,4.32412902
2008,231,18,3.2792718
